doi,original_title,scp_title,title_match(true/false),creator,scopus_author_id
10.1016/j.acalib.2020.102279,Enhancing academic library services provision in the distance learning environment with mobile technologies,Enhancing academic library services provision in the distance learning environment with mobile technologies,True,Acheampong E.,SCOPUS_ID:85096194223
